Boat_Type,Manufacturer,Type,Year_Built,Length,Width,Material,Views_7_days,Country,Amount_US
Hardtop,Bavaria power boats,"Used boat,Diesel",2007,11.8,3.84,GRP,203,Croatia,130900.00000000001
Hardtop,Bavaria power boats,"Used boat,Diesel",2007,11.8,3.84,GRP,91,Croatia,130900.00000000001
Trawler,Linssen power boats,"Used boat,Diesel",1999,10.1,3.45,Steel,106,Netherlands,130900.00000000001
Flybridge,Galeon power boats,Used boat,2008,10.08,3.42,GRP,107,Croatia,130900.00000000001
Motor Yacht,Bavaria power boats,"Used boat,Diesel",2005,11.95,3.99,GRP,193,Croatia,130900.00000000001
Sport Boat,Boston Whaler power boats,"Used boat,Unleaded",2017,7.01,2.44,GRP,81,Spain,130900.00000000001
Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,6.7,2.54,GRP,72,Germany,130900.00000000001
Cabin Boat,Aquador power boats,"new boat from stock,Unleaded",2019,7.48,2.56,GRP,161,Germany,130900.00000000001
"Runabout,Sport Boat",Boesch power boats,"Used boat,Unleaded",2006,6.5,2.15,Wood,166,Germany,132000.0
Flybridge,Dellapasqua power boats,Used boat,2006,11.3,3.5,GRP,93,Italy,132000.0
Motor Yacht,Pershing power boats,Used boat,2006,11.78,3.25,GRP,128,Spain,132000.0
Trawler,Ecoline power boats,"Used boat,Electric",2019,9.14,2.4,GRP,149,Italy,132000.0
Flybridge,ARS Mare power boats,"Used boat,Diesel",2001,15.34,4.25,GRP,102,Italy,132000.0
Flybridge,Princess power boats,"Used boat,Diesel",1993,11.7,3.89,GRP,84,Netherlands,132000.0
Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,13.68,4.3,GRP,170,France,132000.0
Motor Yacht,Apreamare power boats,"Used boat,Diesel",2003,10.75,4.05,GRP,68,Italy,132000.0
Flybridge,Azimut power boats,"Used boat,Diesel",1999,12.06,4.04,PVC,165,France,132000.0
Motor Yacht,Astondoa power boats,Used boat,2001,11.97,3.6,GRP,92,Spain,131998.90000000002
Motor Yacht,Saver power boats,"Display Model,Unleaded",2018,11.0,3.35,GRP,142,Germany,131989.0
"Classic,Runabout",Pedrazzini power boats,"Used boat,Unleaded",1995,7.4,2.45,Wood,280,Switzerland,19500.0
Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,8.06,3.0,GRP,159,Switzerland,19636.5
Motor Yacht,Monterey power boats,"new boat from stock,Unleaded",2017,8.8,2.8,GRP,193,Switzerland,19485.0
Sport Boat,Fairline power boats,"Used boat,Diesel",2001,12.65,3.68,PVC,179,United,142935.0
Pilothouse,Bayliner power boats,"new boat from stock,Unleaded",2020,8.15,2.55,GRP,278,Switzerland,19543.5
Wakeboard/Wakesurf,Malibu power boats,"Used boat,Unleaded",2019,7.5,2.59,GRP,908,Switzerland,19470.0
Motor Yacht,Elan power boats,"Used boat,Diesel",2006,11.0,3.51,GRP,135,Croatia,132000.0
Flybridge,Edership power boats,"Used boat,Diesel",1991,14.0,4.0,GRP,143,Croatia,132000.0
Center console boat,Sarnico power boats,"Used boat,Diesel",1996,16.5,4.5,GRP,73,Italy,132000.0
Sport Boat,Italversil power boats,"Used boat,Diesel",1990,11.96,2.7,GRP,71,Italy,132000.0
Motor Yacht,Elan power boats,"Used boat,Diesel",2007,11.01,3.5,GRP,224,Croatia,132000.0
Center console boat,Prinz power boats,"Used boat,Diesel",2008,11.4,3.85,GRP,113,Spain,132000.0
Flybridge,Mochi Craft power boats,"Used boat,Diesel",1995,14.38,4.63,GRP,75,Italy,137500.0
Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,11.37,3.85,PVC,115,France,137500.0
Fishing Boat,Bertram power boats,"Used boat,Diesel",1991,11.25,3.95,GRP,96,France,137500.0
Cabin Boat,Cranchi power boats,"Used boat,Diesel",2010,10.35,3.49,GRP,83,France,137500.0
Motor Yacht,Astor power boats,"Used boat,Diesel",1994,11.33,4.01,GRP,141,Germany,137390.0
Cabin Boat,Regal power boats,new boat on order,2020,7.9,2.5,GRP,89,Germany,137390.0
Motor Yacht,Grandezza power boats,"Used boat,Diesel",2014,8.3,2.85,GRP,255,Croatia,137390.0
Motor Yacht,Sealine power boats,"Used boat,Diesel",1994,13.0,4.16,GRP,291,Germany,137390.0
Motor Yacht,Sealine power boats,"Used boat,Diesel",1994,12.81,4.16,GRP,151,Germany,137390.0
Motor Yacht,Cobra Yachts power boats,"new boat from stock,Diesel",2019,11.0,3.5,GRP,325,Poland,137183.2
Motor Yacht,Baia power boats,"Used boat,Diesel",1999,14.94,4.11,GRP,73,United,149435.0
Hardtop,Jeanneau power boats,"Used boat,Diesel",2012,9.14,3.05,PVC,71,United,149435.0
Motor Yacht,Neptunus power boats,"Used boat,Diesel",2001,12.96,3.78,GRP,70,Spain,138600.0
Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2006,12.62,3.99,PVC,100,France,138600.0
Pilothouse,Maxum power boats,"Used boat,Unleaded",2007,10.64,3.71,GRP,70,Croatia,138589.0
Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,9.12,2.98,PVC,33,France,138490.0
Flybridge,Cranchi power boats,"Used boat,Diesel",1995,12.39,3.84,GRP,255,Switzerland,20250.0
Wakeboard/Wakesurf,Nautique power boats,"Used boat,Unleaded",2017,7.7,2.59,GRP,780,Switzerland,20400.0
Motor Yacht,Viper power boats,"new boat from stock,Unleaded",2020,8.65,2.59,GRP,242,Germany,20301.0
Motor Yacht,Rizzardi power boats,"Used boat,Diesel",1995,17.6,4.6,GRP,58,Italy,137500.0
Cabin Boat,Atlantis power boats,"Used boat,Diesel",2007,10.67,3.6,GRP,364,Germany,137500.0
Motor Yacht,Princess power boats,"Used boat,Diesel",1999,12.53,3.73,GRP,464,Portugal,137500.0
Runabout,Cranchi power boats,"Used boat,Unleaded",2017,9.0,3.0,GRP,155,Italy,137500.0
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9.1,2.98,PVC,28,France,141900.0
Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2015,10.13,2.96,GRP,142,Spain,141900.0
Motor Yacht,Windy power boats,"Used boat,Diesel",2004,11.96,3.41,GRP,119,Spain,141900.0
Hardtop,Seaway power boats,Used boat,2012,9.99,3.49,GRP,162,Germany,141900.0
Motor Yacht,Atlantis power boats,"Used boat,Diesel",2007,12.04,4.0,GRP,98,Italy,141900.0
Flybridge,ACM Dufour power boats,"Used boat,Diesel",2008,11.75,3.71,PVC,118,France,141900.0
Flybridge,Edership power boats,"Used boat,Diesel",1991,18.0,5.43,GRP,274,Croatia,141900.0
Trawler,Mainship power boats,"Used boat,Diesel",2007,11.0,4.32,GRP,58,Turkey,141900.0
Trawler,Gillissen power boats,"Used boat,Diesel",1995,13.5,4.05,Steel,86,Netherlands,141900.0
Flybridge,Sealine power boats,"Used boat,Diesel",2004,11.75,3.78,GRP,157,Croatia,141900.0
Motor Yacht,Sessa power boats,Used boat,2009,12.9,3.86,GRP,83,Malta,141900.0
Trawler,Smelne power boats,Used boat,2005,11.2,3.8,Steel,81,Netherlands,141900.0
Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.96,2.98,GRP,40,Italy,143000.0
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1998,13.41,4.24,GRP,100,Spain,143000.0
Motor Yacht,3B Craft power boats,"Used boat,Diesel",2005,11.7,0.9943365695792881,GRP,36,Italy,143000.0
Flybridge,Birchwood power boats,"Used boat,Diesel",1987,13.51,4.56,GRP,54,Italy,143000.0
Motor Yacht,Azimut power boats,Used boat,1997,12.35,3.98,GRP,128,Italy,143000.0
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,9.12,2.98,PVC,95,France,143000.0
Motor Yacht,Doqueve power boats,"Used boat,Diesel",2003,11.89,3.66,GRP,32,Spain,143000.0
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2002,14.11,4.24,GRP,129,Spain,143000.0
Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2015,10.22,3.33,PVC,115,Spain,143000.0
Sport Boat,AXOPAR power boats,"new boat on order,Unleaded",2020,9.4,2.95,GRP,201,Poland,143000.0
Deck Boat,Sealine power boats,"Used boat,Diesel",2002,13.0,4.05,GRP,242,French,143000.0
Cabin Boat,Airon Marine power boats,"Used boat,Unleaded",2003,10.19,3.07,GRP,122,Switzerland,21750.0
Wakeboard/Wakesurf,Nautique power boats,new boat from stock,2020,7.35,2.54,GRP,115,Germany,147400.0
Trawler,Smelne power boats,Used boat,1996,13.8,4.25,Steel,124,Netherlands,147400.0
Cabin Boat,Sea Ray power boats,new boat from stock,2020,8.1,2.56,GRP,145,Germany,147290.0
Flybridge,Storebro power boats,Used boat,1994,11.77,3.85,GRP,156,Denmark,1094500.0
Motor Yacht,ManÃ² power boats,"Used boat,Diesel",2008,12.0,3.94,GRP,21,Italy,146850.0
Motor Yacht,ManÃ² power boats,"Used boat,Diesel",2008,12.0,3.94,GRP,35,Italy,146850.0
Sport Boat,Heinrich power boats,"Used boat,Diesel",2008,8.0,2.5,GRP,154,Switzerland,21600.0
Flybridge,Edership power boats,"Used boat,Diesel",1991,18.0,5.0,GRP,118,Croatia,146300.0
Flybridge,Menorquin power boats,"Used boat,Diesel",2006,11.34,3.76,GRP,91,Spain,148500.0
Sport Boat,Fratelli Aprea power boats,"Used boat,Diesel",2005,9.6,3.9,GRP,33,Croatia,148500.0
Motor Yacht,Sea Ray power boats,Used boat,1992,15.0,4.65,GRP,110,Germany,148500.0
Flybridge,Neptunus power boats,Used boat,1996,12.9,4.2,GRP,65,Netherlands,148500.0
Trawler,Hollandia power boats,"Used boat,Diesel",2012,10.8,3.5,Steel,176,Germany,148500.0
"Classic,Motor Yacht",Vertens power boats,"Used boat,Diesel",1980,13.6,3.94,Wood,93,Germany,148500.0
Center console boat,Innovazioni e Progetti power boats,Used boat,2005,12.66,4.15,GRP,65,Italy,148500.0
Pilothouse,Menorquin power boats,"Used boat,Diesel",2005,12.47,3.9,PVC,103,France,148500.0
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9.0,2.0,PVC,47,France,148500.0
Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2006,13.45,3.74,PVC,94,France,152900.0
Motor Yacht,Smelne power boats,Used boat,2000,12.65,4.0,Steel,90,Netherlands,152900.0
Motor Yacht,Cranchi power boats,"Used boat,Diesel",2005,11.93,3.5,GRP,223,Italy,152900.0
"Classic,Runabout",Chris Craft power boats,"Used boat,Electric",1958,5.5,2.0,Wood,78,Austria,152900.0
"Cabin Boat,Hardtop,Trawler",Greenline power boats,"Used boat,Diesel",2013,9.99,3.47,GRP,506,Germany,152900.0
Motor Yacht,De Boarnstream power boats,"Used boat,Diesel",2006,10.7,3.65,Steel,1621,Germany,152900.0
"Motor Yacht,Sport Boat",Bavaria power boats,"Used boat,Diesel",2006,12.95,4.28,GRP,439,Italien,152900.0
Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,10.22,3.35,PVC,111,France,152900.0
Motor Yacht,De Boarnstream power boats,"Used boat,Diesel",2006,10.5,3.65,Steel,205,Germany,152900.0
Cabin Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,8.15,2.55,GRP,249,Germany,152691.0
Flybridge,Viking Marin power boats,"Used boat,Diesel",2007,9.85,3.35,GRP,277,Switzerland,22500.0
Motor Yacht,Azimut power boats,"Used boat,Diesel",1998,13.5,4.45,GRP,333,Brandenburg,154000.0
Motor Yacht,Gobbi power boats,"Used boat,Diesel",2005,14.0,4.02,GRP,111,Italy,154000.0
Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,8.0,2.6,GRP,205,Switzerland,22692.75
Motor Yacht,Windy power boats,"Used boat,Diesel",2003,12.34,3.48,GRP,116,Croatia,153890.0
Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2010,11.65,3.99,GRP,207,Germany,153890.0
Motor Yacht,Sessa power boats,"Used boat,Diesel",2006,12.9,3.85,GRP,63,Italy,153890.0
Motor Yacht,Proficiat power boats,Used boat,2006,11.75,3.84,Steel,114,Germany,153890.0
"Motor Yacht,Sport Boat",Bavaria power boats,"Used boat,Diesel",2008,11.95,3.99,GRP,173,Germany,153890.0
House Boat,Teltow Werft power boats,"Used boat,Diesel",1957,27.8,6.71,Steel,163,Germany,153450.0
Trawler,Bavaria power boats,"Used boat,Unleaded",2012,11.0,3.0,GRP,94,Croatia,153450.0
Trawler,Vedette power boats,Used boat,2019,8.45,3.23,GRP,111,Netherlands,153450.0
Cabin Boat,Regal power boats,"new boat from stock,Unleaded",2021,7.9,2.5,GRP,132,Germany,158200.90000000002
Flybridge,Sealine power boats,"Used boat,Diesel",2003,11.74,3.78,GRP,471,Switzerland,23250.0
Sport Boat,Azimut power boats,"Used boat,Diesel",2009,11.25,3.85,PVC,147,France,157300.0
Cabin Boat,Sea Ray power boats,new boat on order,2021,8.1,2.56,GRP,75,Germany,157190.0
Cabin Boat,Cranchi power boats,"Used boat,Diesel",2010,9.96,3.46,GRP,321,Switzerland,157080.0
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2004,12.13,2.32,GRP,107,United,168998.7
Sport Boat,Cranchi power boats,Used boat,2019,7.85,2.49,PVC,40,France,156833.6
Hardtop,Jeanneau power boats,"Used boat,Diesel",2010,10.85,3.66,PVC,91,United,168935.0
Trawler,Marhen power boats,Used boat,2010,12.5,3.9,Steel,93,Netherlands,156750.0
Sport Boat,Mirakul power boats,"new boat on order,Diesel",2020,9.19,3.1,GRP,176,Switzerland,156750.0
Motor Yacht,Sessa power boats,"Used boat,Unleaded",2008,10.6,3.53,GRP,73,Germany,156200.0
Hardtop,Sessa power boats,"Used boat,Diesel",2007,12.9,3.84,GRP,115,Italy,156200.0
Cabin Boat,Sea Ray power boats,"new boat on order,Unleaded",2021,8.1,2.56,GRP,101,Germany,156090.0
Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,9.12,9.98,PVC,36,France,160490.0
Motor Yacht,Cranchi power boats,new boat on order,2020,9.85,2.98,PVC,159,France,160380.0
Motor Yacht,Gobbi power boats,"Used boat,Diesel",2008,13.0,4.0,GRP,247,Croatia,159500.0
Flybridge,Rodman power boats,"Used boat,Diesel",2006,11.9,4.2,GRP,48,Spain,159500.0
Motor Yacht,Cranchi power boats,"Used boat,Unleaded",2011,10.25,3.5,GRP,62,Slovenia,159500.0
Pilothouse,Nimbus power boats,"Used boat,Diesel",2004,11.5,3.6,GRP,225,Finland,159500.0
Flybridge,Menorquin power boats,"Used boat,Diesel",2002,12.4,3.9,PVC,106,Spain,159500.0
Sport Boat,Sea Ray power boats,"Used boat,Diesel",2006,14.08,4.27,PVC,109,Croatia,159500.0
Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,15.11,4.45,PVC,62,Croatia,159500.0
Fishing Boat,Robalo power boats,Used boat,2011,8.89,3.2,GRP,48,Italy,159500.0
Center console boat,Fiart Mare power boats,Used boat,2009,11.56,3.88,GRP,31,Italy,159500.0
Flybridge,Sealine power boats,"Used boat,Diesel",2000,14.11,4.27,PVC,233,France,159500.0
Trawler,Smelne power boats,"Used boat,Diesel",1998,12.8,3.9,Steel,68,France,159500.0
Sport Boat,Sessa power boats,"Used boat,Diesel",2011,11.33,3.45,PVC,95,France,163900.0
Sport Boat,Four Winns power boats,"Used boat,Unleaded",2019,7.32,2.44,GRP,55,Spain,163900.0
Flybridge,Neptunus power boats,Used boat,1998,14.1,4.4,GRP,140,Netherlands,163900.0
Flybridge,Altena power boats,Used boat,1986,14.95,4.4,Steel,93,Netherlands,163900.0
Flybridge,Azimut power boats,"Used boat,Diesel",2000,14.9,4.4,GRP,140,Spain,163900.0
Motor Yacht,Princess power boats,"Used boat,Diesel",2001,13.15,3.73,GRP,208,France,163900.0
Motor Yacht,Princess power boats,Used boat,1993,15.0,4.5,GRP,146,Netherlands,163900.0
Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2010,11.4,3.85,PVC,94,France,163570.0
Motor Yacht,Chris Craft power boats,Used boat,2017,8.13,2.6,GRP,67,Netherlands,163350.0
Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1992,15.0,4.65,GRP,67,Germany,164890.0
Pilothouse,Nord Star power boats,Used boat,2011,10.1,3.15,GRP,97,Finland,164890.0
Motor Yacht,Raffaelli power boats,"Used boat,Diesel",2001,14.6,4.4,GRP,149,Croatia,164890.0
Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2020,8.07,2.59,GRP,160,Austria,164560.0
Motor Yacht,Sarnico power boats,Used boat,1998,16.7,4.38,GRP,83,Netherlands,164450.0
Sport Boat,SAY power boats,"Used boat,Unleaded",2016,8.85,2.78,Carbon Fiber,81,France,164450.0
Sport Boat,Ganz Boats power boats,"Used boat,Unleaded",2017,7.65,2.5,GRP,39,Germany,164450.0
Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,7.89,2.59,GRP,127,Germany,166441.0
Center console boat,De Antonio Yachts power boats,"new boat on order,Unleaded",2020,7.99,2.95,GRP,150,Switzerland,165621.5
Sport Boat,Cranchi power boats,"new boat from stock,Unleaded",2020,7.8,2.49,GRP,56,Switzerland,24375.0
Hardtop,Conam power boats,"Used boat,Diesel",2005,14.0,4.4,GRP,77,Italy,165000.0
Bowrider,Frauscher power boats,"Display Model,Unleaded",2017,7.47,2.49,GRP,598,Switzerland,165000.0
Hardtop,Atlantis power boats,"Used boat,Diesel",2009,13.7,4.8,GRP,75,Croatia,165000.0
Trawler,Gruno power boats,"Used boat,Diesel",2005,11.4,3.9,Steel,193,Germany,165000.0
Flybridge,Rodman power boats,"Used boat,Diesel",2005,11.78,3.91,GRP,87,Portugal,165000.0
Motor Yacht,Atlantis power boats,"Used boat,Diesel",2009,13.53,4.08,GRP,33,Croatia,165000.0
Motor Yacht,Blue Navy power boats,"Used boat,Diesel",2010,13.1,3.6,GRP,75,Italy,165000.0
Motor Yacht,Cranchi power boats,"Used boat,Unleaded",2014,9.3,3.24,GRP,52,Austria,170500.0
Motor Yacht,Cantieri di Sarnico power boats,"Used boat,Diesel",2002,14.85,4.3,GRP,78,Italy,170500.0
Motor Yacht,Fairline power boats,"Used boat,Diesel",2005,12.25,3.39,GRP,147,Portugal,170500.0
Hardtop,Bavaria power boats,"Used boat,Unleaded",2013,11.95,3.99,GRP,65,Turkey,170500.0
Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,9.23,2.98,PVC,107,France,170500.0
Motor Yacht,Princess power boats,"Used boat,Diesel",1999,15.0,4.0,GRP,163,Croatia,170500.0
Pilothouse,Nord Star power boats,"Used boat,Diesel",2012,9.3,3.1,PVC,118,France,170500.0
Hardtop,Sessa power boats,"Used boat,Diesel",2010,11.7,3.75,GRP,127,Italy,170500.0
"Cabin Boat,Motor Yacht,Sport Boat",Princess power boats,"Used boat,Diesel",1998,12.65,3.8,GRP,302,Netherlands,170500.0
Flybridge,Sealine power boats,"Used boat,Diesel",2002,14.26,4.3,GRP,206,France,170500.0
Sport Boat,Apreamare power boats,"Used boat,Diesel",2001,10.7,3.93,GRP,145,France,170500.0
Motor Yacht,Princess power boats,Used boat,1988,15.88,4.87,GRP,152,Croatia,170500.0
Flybridge,Astondoa power boats,"Used boat,Diesel",2003,13.9,4.3,GRP,99,Croatia,174900.0
Pilothouse,Rhea power boats,"Used boat,Diesel",2014,8.0,3.15,PVC,99,France,174900.0
Motor Yacht,Fairline power boats,"Used boat,Diesel",2008,12.13,3.64,GRP,151,Spain,174900.0
Sport Boat,Cranchi power boats,"new boat from stock,Unleaded",2019,7.89,2.5,GRP,132,Germany,174900.0
Sport Boat,Sessa power boats,"Used boat,Diesel",2011,11.33,3.53,PVC,84,United,174900.0
Motor Yacht,Valk power boats,Used boat,1993,14.25,4.2,Steel,66,Netherlands,174900.0
Wakeboard/Wakesurf,Correct Craft power boats,"Used boat,Unleaded",2009,6.38,2.41,GRP,134,Austria,174900.0
Flybridge,Hatteras power boats,"Used boat,Diesel",1990,19.94,5.49,GRP,74,Italy,174900.0
Pilothouse,Marina Brodersby power boats,"Used boat,Diesel",2015,7.93,2.4,GRP,99,Germany,174900.0
Motor Yacht,Wake power boats,"Used boat,Diesel",2011,12.5,4.25,GRP,87,Italy,174900.0
Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2004,14.02,4.3,GRP,72,Netherlands,174900.0
Sport Boat,Jeanneau power boats,"Used boat,Diesel",2018,9.23,2.98,PVC,69,France,174900.0
Motor Yacht,Baia power boats,"Used boat,Diesel",2006,13.33,4.62,GRP,115,Italy,176000.0
Trawler,Hollandia power boats,"Used boat,Diesel",2012,11.0,3.7,Steel,130,Germany,176000.0
Hardtop,BÃ©nÃ©teau power boats,Used boat,2013,10.0,3.35,PVC,71,France,176000.0
Motor Yacht,ACM Dufour power boats,"Used boat,Diesel",2000,10.99,3.95,GRP,46,Croatia,176000.0
Fishing Boat,Portofino Marine power boats,"Used boat,Diesel",2010,9.48,3.54,GRP,39,Italy,176000.0
Pilothouse,Portofino Marine power boats,"Used boat,Diesel",2011,11.47,3.54,GRP,45,Italy,176000.0
Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2008,11.2,3.75,GRP,32,Italy,176000.0
Hardtop,Di Donna power boats,"Used boat,Diesel",2007,11.35,4.14,GRP,19,Italy,176000.0
Hardtop,Di Donna power boats,"Used boat,Diesel",2011,11.88,4.0,GRP,41,Italy,176000.0
Motor Yacht,Cranchi power boats,"Used boat,Diesel",2005,14.45,4.1,GRP,94,Italy,181500.00000000003
Center console boat,Rapsody power boats,Used boat,2019,9.05,2.62,GRP,79,Netherlands,181500.00000000003
Center console boat,Cantieri di Sarnico power boats,Used boat,2008,12.72,3.88,GRP,42,Italy,181500.00000000003
Classic,Pedrazzini power boats,"Used boat,Unleaded",1972,8.0,2.8,Wood,204,Germany,181500.00000000003
Flybridge,Cranchi power boats,Used boat,2005,11.83,3.83,GRP,89,Italy,181500.00000000003
Flybridge,Grand Banks power boats,"Used boat,Diesel",1991,12.98,4.14,GRP,141,Spain,181500.00000000003
Sport Boat,Ventus power boats,Used boat,2013,9.3,2.65,Wood,34,France,181500.00000000003
Trawler,Aquanaut power boats,"Used boat,Diesel",1998,11.65,3.85,Steel,130,Turkey,181500.00000000003
Motor Yacht,Bavaria power boats,"Used boat,Diesel",2015,13.29,3.99,GRP,212,Italy,181500.00000000003
Motor Yacht,Tuccoli power boats,"Used boat,Unleaded",2018,9.13,3.04,GRP,51,Italy,181500.00000000003
Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,12.1,3.77,PVC,138,Croatia,181500.00000000003
House Boat,Katwijker power boats,"Used boat,Diesel",1910,23.0,4.8,Steel,222,Germany,185900.00000000003
Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2008,12.2,3.96,GRP,60,Croatia,185900.00000000003
Flybridge,Astondoa power boats,"Used boat,Diesel",2002,14.99,4.4,GRP,108,Netherlands,185900.00000000003
